Location,UMMC,,,,
Address,Jackson MS Int Airport,,,,
Opt. tilt,29.25 deg,accurate to 0.25 deg,,,
Opt. azimuth,180.75 deg,accurate to 0.25 deg,,,
,,,,,
,Plane of array irradiance | (W/m2),Global horizontal irradiance | (W/m2),Ambient temperature | (C),Angle of incidence | (deg),Wind speed | (m/s)
"Aug 14, 02:00 pm",677.134,655,36.1,37.1223,3.6
"Aug 14, 03:00 pm",524.309,528,36.1,51.4059,3.6
"Aug 14, 04:00 pm",301.007,323,35,65.8774,3.6
"Aug 14, 05:00 pm",130.322,168,33.9,80.3934,3.1
"Aug 14, 06:00 pm",19.0496,32,29.4,92.617,1.5
"Aug 14, 07:00 pm",0,0,27.2,0,1.5
"Aug 14, 08:00 pm",0,0,28.3,0,5.2
"Aug 14, 09:00 pm",0,0,27.8,0,4.1
"Aug 14, 10:00 pm",0,0,26.7,0,4.1
"Aug 14, 11:00 pm",0,0,25.6,0,2.6
"Aug 15, 12:00 am",0,0,25.6,0,2.6
"Aug 15, 01:00 am",0,0,25,0,2.6
"Aug 15, 02:00 am",0,0,24.4,0,2.6
"Aug 15, 03:00 am",0,0,23.9,0,2.1
"Aug 15, 04:00 am",0,0,23.3,0,3.1
"Aug 15, 05:00 am",14.2238,23,23.9,94.3661,3.6
"Aug 15, 06:00 am",97.3812,147,25.6,83.4386,2.1
"Aug 15, 07:00 am",320.077,360,27.8,68.9143,3.1
"Aug 15, 08:00 am",555.898,567,31.1,54.4068,2.6
"Aug 15, 09:00 am",763.271,747,32.8,40.0375,3.1
"Aug 15, 10:00 am",760.306,729,33.9,26.1071,2.6
"Aug 15, 11:00 am",871.087,827,35,14.0634,3.1
"Aug 15, 12:00 pm",991.599,935,36.7,12.3392,4.6
"Aug 15, 01:00 pm",716.475,682,37.2,23.3471,3.6
"Aug 15, 02:00 pm",593.343,575,37.2,37.0937,4.1
"Aug 15, 03:00 pm",567.589,567,37.2,51.4128,4.1
"Aug 15, 04:00 pm",334.059,357,36.1,65.9088,2.6
"Aug 15, 05:00 pm",117.765,149,35,80.4449,2.1
"Aug 15, 06:00 pm",24.3367,35,30.6,92.5563,1.5
"Aug 15, 07:00 pm",0,0,28.9,0,3.6
"Aug 15, 08:00 pm",0,0,28.3,0,3.1
"Aug 15, 09:00 pm",0,0,27.2,0,3.6
"Aug 15, 10:00 pm",0,0,27.8,0,3.6
"Aug 15, 11:00 pm",0,0,26.1,0,3.6
"Aug 16, 12:00 am",0,0,26.7,0,3.1
"Aug 16, 01:00 am",0,0,26.7,0,2.6
"Aug 16, 02:00 am",0,0,25.6,0,3.1
"Aug 16, 03:00 am",0,0,25.6,0,2.6
"Aug 16, 04:00 am",0,0,26.1,0,2.6
"Aug 16, 05:00 am",16.4855,22,25.6,94.2593,3.6
"Aug 16, 06:00 am",81.2923,103,26.7,83.3978,2.6
"Aug 16, 07:00 am",203.295,223,29.4,68.8539,3.1
"Aug 16, 08:00 am",517.269,524,32.2,54.3238,4.1
"Aug 16, 09:00 am",585.032,573,33.3,39.9241,2.6
"Aug 16, 10:00 am",836.323,796,34.4,25.9426,3.6
"Aug 16, 11:00 am",953.139,899,36.1,13.7917,1.5
"Aug 16, 12:00 pm",870.839,824,36.7,12.0886,4.6
"Aug 16, 01:00 pm",689.543,669,38.3,23.2566,5.2
"Aug 16, 02:00 pm",515.714,497,37.2,37.0687,1.5
"Aug 16, 03:00 pm",342.915,353,36.7,51.4228,3.6
"Aug 16, 04:00 pm",83.3928,91,33.9,65.9431,4.1
"Aug 16, 05:00 pm",38.3137,43,26.7,80.4989,6.2
"Aug 16, 06:00 pm",15.6389,18,25.6,92.4957,4.1
"Aug 16, 07:00 pm",0,0,25.6,0,2.1
"Aug 16, 08:00 pm",0,0,25,0,3.1
"Aug 16, 09:00 pm",0,0,25,0,1.5
"Aug 16, 10:00 pm",0,0,25,0,3.1
"Aug 16, 11:00 pm",0,0,25,0,2.6
"Aug 17, 12:00 am",0,0,25,0,2.1
"Aug 17, 01:00 am",0,0,24.4,0,4.1
"Aug 17, 02:00 am",0,0,24.4,0,2.1
"Aug 17, 03:00 am",0,0,24.4,0,0
"Aug 17, 04:00 am",0,0,24.4,0,2.1
"Aug 17, 05:00 am",5.43473,6,25,94.1504,2.6
"Aug 17, 06:00 am",57.2936,64,25.6,83.355,2.6
"Aug 17, 07:00 am",277.588,306,26.7,68.7918,1.5
"Aug 17, 08:00 am",522.693,531,28.3,54.2395,2.6
"Aug 17, 09:00 am",722.331,705,31.1,39.8097,2.1
"Aug 17, 10:00 am",753.275,719,32.2,25.7775,3.1
"Aug 17, 11:00 am",863.281,816,33.3,13.5179,1.5
"Aug 17, 12:00 pm",805.5,761,33.3,11.8394,3.1
"Aug 17, 01:00 pm",755.949,721,33.9,23.1705,3.1
"Aug 17, 02:00 pm",514.979,508,33.9,37.0475,5.2
"Aug 17, 03:00 pm",423.973,436,32.8,51.4361,5.7
"Aug 17, 04:00 pm",144.381,156,31.1,65.9802,2.6
"Aug 17, 05:00 pm",86.6321,97,27.8,80.5555,1.5
"Aug 17, 06:00 pm",14.5408,17,27.2,92.435,2.1
"Aug 17, 07:00 pm",0,0,28.3,0,3.6
"Aug 17, 08:00 pm",0,0,26.1,0,2.6
"Aug 17, 09:00 pm",0,0,25.6,0,1.5
"Aug 17, 10:00 pm",0,0,25,0,3.1
"Aug 17, 11:00 pm",0,0,25,0,1.5
"Aug 18, 12:00 am",0,0,24.4,0,1.5
"Aug 18, 01:00 am",0,0,24.4,0,0
"Aug 18, 02:00 am",0,0,24.4,0,0
"Aug 18, 03:00 am",0,0,23.9,0,0
"Aug 18, 04:00 am",0,0,24.4,0,0
"Aug 18, 05:00 am",12.7256,14,23.9,94.0393,0
"Aug 18, 06:00 am",93.2271,118,25.6,83.3103,0
"Aug 18, 07:00 am",294.864,323,27.8,68.7281,1.5
"Aug 18, 08:00 am",529.748,533,29.4,54.1538,2.1
"Aug 18, 09:00 am",659.075,643,31.1,39.6944,1.5
"Aug 18, 10:00 am",832.944,796,32.8,25.6119,3.6
"Aug 18, 11:00 am",735.101,694,32.8,13.2422,4.6
"Aug 18, 12:00 pm",903.722,853,33.9,11.592,4.1
"Aug 18, 01:00 pm",839.172,797,33.9,23.0889,4.1
"Aug 18, 02:00 pm",607.079,585,33.3,37.0301,5.2
"Aug 18, 03:00 pm",561.474,560,33.9,51.4526,5.2
"Aug 18, 04:00 pm",328.213,347,32.8,66.0202,4.1
"Aug 18, 05:00 pm",122.568,147,31.7,80.6145,5.2
"Aug 18, 06:00 pm",20.3286,24,29.4,92.3742,5.2
"Aug 18, 07:00 pm",0,0,27.8,0,5.2
"Aug 18, 08:00 pm",0,0,26.7,0,3.1
"Aug 18, 09:00 pm",0,0,26.1,0,3.1
"Aug 18, 10:00 pm",0,0,25,0,3.6
"Aug 18, 11:00 pm",0,0,25,0,3.6
"Aug 19, 12:00 am",0,0,24.4,0,3.1
"Aug 19, 01:00 am",0,0,23.9,0,3.1
"Aug 19, 02:00 am",0,0,24.4,0,3.6
"Aug 19, 03:00 am",0,0,23.9,0,3.1
"Aug 19, 04:00 am",0,0,23.9,0,3.1
"Aug 19, 05:00 am",8.1625,9,23.9,93.9261,3.1
"Aug 19, 06:00 am",45.0381,50,24.4,83.2637,4.6
"Aug 19, 07:00 am",111.815,123,24.4,68.6628,3.6
"Aug 19, 08:00 am",191.168,207,24.4,54.0669,3.1
"Aug 19, 09:00 am",258.755,277,25.6,39.5783,3.6
"Aug 19, 10:00 am",514.62,522,26.7,25.446,4.1
"Aug 19, 11:00 am",851.429,806,27.8,12.9649,3.1
"Aug 19, 12:00 pm",571.404,574,28.3,11.3469,2.6
"Aug 19, 01:00 pm",363.562,372,28.9,23.0122,3.1
"Aug 19, 02:00 pm",454.615,455,29.4,37.0166,3.6
"Aug 19, 03:00 pm",203.019,219,28.9,51.4724,3.6
"Aug 19, 04:00 pm",284.418,302,28.3,66.063,4.1
"Aug 19, 05:00 pm",80.6486,91,27.2,80.676,4.1
"Aug 19, 06:00 pm",15.5563,18,26.1,92.3134,5.2
"Aug 19, 07:00 pm",0,0,25,0,5.7
"Aug 19, 08:00 pm",0,0,24.4,0,4.1
"Aug 19, 09:00 pm",0,0,23.9,0,3.6
"Aug 19, 10:00 pm",0,0,23.9,0,3.6
"Aug 19, 11:00 pm",0,0,23.9,0,3.1
"Aug 20, 12:00 am",0,0,23.9,0,1.5
"Aug 20, 01:00 am",0,0,23.9,0,2.1
"Aug 20, 02:00 am",0,0,23.3,0,3.1
"Aug 20, 03:00 am",0,0,23.3,0,4.1
"Aug 20, 04:00 am",0,0,23.3,0,3.6
"Aug 20, 05:00 am",5.43504,6,23.3,93.8108,2.6
"Aug 20, 06:00 am",48.0507,53,23.3,83.2154,3.1
"Aug 20, 07:00 am",228.314,249,24.4,68.5961,4.1
"Aug 20, 08:00 am",256.346,270,25,53.9788,4.6
"Aug 20, 09:00 am",495.535,497,26.1,39.4615,5.7
"Aug 20, 10:00 am",516.39,523,27.2,25.2801,6.2
"Aug 20, 11:00 am",720.453,693,28.3,12.6862,6.2
"Aug 20, 12:00 pm",474.813,467,28.3,11.1046,5.2
"Aug 20, 01:00 pm",330.645,338,28.3,22.9404,6.2
"Aug 20, 02:00 pm",247.908,265,28.3,37.007,5.2
"Aug 20, 03:00 pm",188.636,204,29.4,51.4954,5.7
"Aug 20, 04:00 pm",345.541,365,27.8,66.1085,5.7
"Aug 20, 05:00 pm",98.5363,114,26.7,80.74,5.2
"Aug 20, 06:00 pm",16.3432,20,25.6,92.2525,3.6
"Aug 20, 07:00 pm",0,0,23.9,0,2.1
"Aug 20, 08:00 pm",0,0,23.3,0,2.6
"Aug 20, 09:00 pm",0,0,23.9,0,2.6
"Aug 20, 10:00 pm",0,0,23.3,0,2.1
"Aug 20, 11:00 pm",0,0,22.2,0,3.1
"Aug 21, 12:00 am",0,0,23.3,0,3.6
"Aug 21, 01:00 am",0,0,23.3,0,3.1
"Aug 21, 02:00 am",0,0,23.3,0,2.1
"Aug 21, 03:00 am",0,0,23.3,0,1.5
"Aug 21, 04:00 am",0,0,22.8,0,2.1
"Aug 21, 05:00 am",3.62037,4,22.2,93.6935,2.6
"Aug 21, 06:00 am",55.8575,62,23.3,83.1652,3.1
"Aug 21, 07:00 am",107.124,117,23.9,68.5279,3.1
"Aug 21, 08:00 am",222.986,241,23.9,53.8898,3.1
"Aug 21, 09:00 am",456.72,468,25.6,39.3442,3.1
"Aug 21, 10:00 am",686.467,675,26.7,25.1142,2.1
"Aug 21, 11:00 am",410.823,417,27.2,12.4065,3.1
"Aug 21, 12:00 pm",788.397,754,28.3,10.8656,4.1
"Aug 21, 01:00 pm",718.874,690,30,22.8738,6.2
"Aug 21, 02:00 pm",551.392,537,31.1,37.0014,4.1
"Aug 21, 03:00 pm",452.986,453,31.1,51.5217,4.1
"Aug 21, 04:00 pm",299.024,316,30.6,66.1569,4.6
"Aug 21, 05:00 pm",89.762,105,28.9,80.8063,3.1
"Aug 21, 06:00 pm",14.5472,16,26.7,92.1916,3.1
"Aug 21, 07:00 pm",0,0,25.6,0,3.1
"Aug 21, 08:00 pm",0,0,25,0,3.1
"Aug 21, 09:00 pm",0,0,24.4,0,3.1
"Aug 21, 10:00 pm",0,0,23.9,0,3.1
"Aug 21, 11:00 pm",0,0,23.3,0,3.1
"Aug 22, 12:00 am",0,0,23.3,0,3.1
"Aug 22, 01:00 am",0,0,23.3,0,3.6
"Aug 22, 02:00 am",0,0,23.9,0,2.6
"Aug 22, 03:00 am",0,0,23.9,0,2.6
"Aug 22, 04:00 am",0,0,23.3,0,2.6
"Aug 22, 05:00 am",9.07503,10,22.8,93.5742,3.1
"Aug 22, 06:00 am",57.1784,64,23.9,83.1134,2.6
"Aug 22, 07:00 am",178.517,194,25,68.4584,4.1
"Aug 22, 08:00 am",319.536,335,25.6,53.7998,4.1
"Aug 22, 09:00 am",435.047,437,26.1,39.2266,4.1
"Aug 22, 10:00 am",383.852,406,26.1,24.9487,3.6
"Aug 22, 11:00 am",277.684,294,26.1,12.1261,3.1
"Aug 22, 12:00 pm",433.827,438,26.7,10.6307,3.6
"Aug 22, 01:00 pm",738.264,694,27.8,22.8126,3.6
"Aug 22, 02:00 pm",447.049,444,28.3,36.9998,4.1
"Aug 22, 03:00 pm",274.659,280,27.8,51.5513,3.6
"Aug 22, 04:00 pm",351.405,365,28.3,66.208,4.6
"Aug 22, 05:00 pm",121.335,151,27.2,80.875,3.6
"Aug 22, 06:00 pm",18.0856,25,25.6,92.1305,2.6
"Aug 22, 07:00 pm",0,0,23.9,0,2.1
"Aug 22, 08:00 pm",0,0,23.3,0,2.6
"Aug 22, 09:00 pm",0,0,22.8,0,3.1
"Aug 22, 10:00 pm",0,0,22.2,0,3.6
"Aug 22, 11:00 pm",0,0,21.1,0,2.1
"Aug 23, 12:00 am",0,0,20.6,0,1.5
"Aug 23, 01:00 am",0,0,20,0,1.5
"Aug 23, 02:00 am",0,0,20,0,2.1
"Aug 23, 03:00 am",0,0,20.6,0,2.1
"Aug 23, 04:00 am",0,0,20.6,0,2.6
"Aug 23, 05:00 am",8.29607,10,21.1,93.453,3.6
"Aug 23, 06:00 am",39.0854,44,21.7,83.0599,2.6
"Aug 23, 07:00 am",126.409,137,22.2,68.3876,2.1
"Aug 23, 08:00 am",376.514,387,23.9,53.709,3.1
"Aug 23, 09:00 am",446.922,446,25.6,39.1087,4.1
"Aug 23, 10:00 am",839.972,787,27.2,24.7837,3.1
"Aug 23, 11:00 am",934.108,865,28.3,11.8453,2.1
"Aug 23, 12:00 pm",929.435,857,31.1,10.4005,2.6
"Aug 23, 01:00 pm",850.367,790,32.8,22.7568,4.1
"Aug 23, 02:00 pm",680.633,640,32.8,37.0024,3.1
"Aug 23, 03:00 pm",563.531,547,31.7,51.5841,3.1
"Aug 23, 04:00 pm",355.447,368,32.2,66.2619,2.6
"Aug 23, 05:00 pm",120.696,150,31.1,80.946,2.6
"Aug 23, 06:00 pm",16.5127,23,26.7,92.0693,2.1
"Aug 23, 07:00 pm",0,0,24.4,0,2.6
"Aug 23, 08:00 pm",0,0,23.9,0,4.1
"Aug 23, 09:00 pm",0,0,24.4,0,3.6
"Aug 23, 10:00 pm",0,0,23.3,0,3.6
"Aug 23, 11:00 pm",0,0,23.9,0,3.6
"Aug 24, 12:00 am",0,0,22.8,0,3.1
"Aug 24, 01:00 am",0,0,22.8,0,3.1
"Aug 24, 02:00 am",0,0,22.2,0,3.1
"Aug 24, 03:00 am",0,0,21.7,0,2.6
"Aug 24, 04:00 am",0,0,20.6,0,0
"Aug 24, 05:00 am",9.98776,11,20.6,93.3298,0
"Aug 24, 06:00 am",88.2089,107,23.3,83.0048,3.1
"Aug 24, 07:00 am",285.756,305,25.6,68.3155,3.1
"Aug 24, 08:00 am",518.698,514,27.8,53.6174,3.1
"Aug 24, 09:00 am",701.456,671,29.4,38.9907,2.6
"Aug 24, 10:00 am",844.053,794,31.1,24.6196,4.6
"Aug 24, 11:00 am",944.887,879,32.2,11.5645,1.5
"Aug 24, 12:00 pm",895.734,835,33.9,10.1756,3.1
"Aug 24, 01:00 pm",864.031,811,33.3,22.7068,2.6
"Aug 24, 02:00 pm",476.369,475,33.3,37.0091,2.6
"Aug 24, 03:00 pm",529.86,518,33.3,51.6203,2.6
"Aug 24, 04:00 pm",319.737,330,32.8,66.3185,4.1
"Aug 24, 05:00 pm",91.7434,104,31.1,81.0192,3.1
"Aug 24, 06:00 pm",13.6367,15,27.8,92.0079,3.1
"Aug 24, 07:00 pm",0,0,26.7,0,2.6
"Aug 24, 08:00 pm",0,0,25.6,0,3.6
"Aug 24, 09:00 pm",0,0,24.4,0,2.1
"Aug 24, 10:00 pm",0,0,23.9,0,2.6
"Aug 24, 11:00 pm",0,0,23.3,0,2.1
"Aug 25, 12:00 am",0,0,22.2,0,2.1
"Aug 25, 01:00 am",0,0,22.2,0,0
"Aug 25, 02:00 am",0,0,21.7,0,0
"Aug 25, 03:00 am",0,0,21.1,0,1.5
"Aug 25, 04:00 am",0,0,21.1,0,0
"Aug 25, 05:00 am",11.5853,16,21.1,93.2048,2.1
"Aug 25, 06:00 am",95.0156,126,23.9,82.9481,2.1
"Aug 25, 07:00 am",261.677,275,27.2,68.2424,3.6
"Aug 25, 08:00 am",562.867,550,28.9,53.5252,3.1
"Aug 25, 09:00 am",776.206,735,31.1,38.8727,3.1
"Aug 25, 10:00 am",884.972,823,32.2,24.4564,1.5
"Aug 25, 11:00 am",931.003,858,33.3,11.2841,3.6
"Aug 25, 12:00 pm",998.504,920,34.4,9.95675,5.7
"Aug 25, 01:00 pm",676.646,629,33.9,22.6626,3.6
"Aug 25, 02:00 pm",693.402,650,34.4,37.02,4.1
"Aug 25, 03:00 pm",494.596,480,34.4,51.6597,3.6
"Aug 25, 04:00 pm",257.959,268,33.9,66.3777,3.6
"Aug 25, 05:00 pm",85.3555,99,32.8,81.0946,2.6
"Aug 25, 06:00 pm",15.4158,17,27.8,91.9464,2.1
"Aug 25, 07:00 pm",0,0,28.9,0,3.6
"Aug 25, 08:00 pm",0,0,27.8,0,3.6
"Aug 25, 09:00 pm",0,0,26.7,0,1.5
"Aug 25, 10:00 pm",0,0,24.4,0,0
"Aug 25, 11:00 pm",0,0,23.3,0,0
"Aug 26, 12:00 am",0,0,21.7,0,0
"Aug 26, 01:00 am",0,0,22.2,0,4.1
"Aug 26, 02:00 am",0,0,22.8,0,3.6
"Aug 26, 03:00 am",0,0,21.7,0,3.1
"Aug 26, 04:00 am",0,0,21.1,0,0
"Aug 26, 05:00 am",11.8162,13,20,93.078,0
"Aug 26, 06:00 am",85.9605,106,21.7,82.89,0
"Aug 26, 07:00 am",292.719,306,26.7,68.1683,0
"Aug 26, 08:00 am",538.68,529,29.4,53.4325,2.1
"Aug 26, 09:00 am",713.008,673,31.1,38.755,4.6
"Aug 26, 10:00 am",903.792,837,32.2,24.2944,4.6
"Aug 26, 11:00 am",955.373,880,33.3,11.0045,5.7
"Aug 26, 12:00 pm",973.159,891,33.3,9.74477,4.1
"Aug 26, 01:00 pm",874.717,806,34.4,22.6244,4.1
"Aug 26, 02:00 pm",739.882,691,34.4,37.0351,2.6
"Aug 26, 03:00 pm",541.766,520,33.9,51.7024,5.7
"Aug 26, 04:00 pm",310.956,318,33.3,66.4397,4.6
"Aug 26, 05:00 pm",101.592,121,31.7,81.1721,3.1
"Aug 26, 06:00 pm",16.1821,18,28.3,91.8847,3.1
"Aug 26, 07:00 pm",0,0,25.6,0,3.1
"Aug 26, 08:00 pm",0,0,26.1,0,4.1
"Aug 26, 09:00 pm",0,0,25.6,0,3.1
"Aug 26, 10:00 pm",0,0,25,0,5.2
"Aug 26, 11:00 pm",0,0,23.9,0,4.6
"Aug 27, 12:00 am",0,0,23.3,0,3.6
"Aug 27, 01:00 am",0,0,21.1,0,2.6
"Aug 27, 02:00 am",0,0,20.6,0,0
"Aug 27, 03:00 am",0,0,20.6,0,2.6
"Aug 27, 04:00 am",0,0,20,0,2.6
"Aug 27, 05:00 am",11.8176,14,20,92.9495,2.6
"Aug 27, 06:00 am",86.7141,107,21.7,82.8304,2.1
"Aug 27, 07:00 am",306.905,321,25.6,68.0932,2.6
"Aug 27, 08:00 am",543.059,531,27.8,53.3394,4.1
"Aug 27, 09:00 am",725.295,688,29.4,38.6375,5.7
"Aug 27, 10:00 am",947.359,882,31.7,24.134,5.2
"Aug 27, 11:00 am",752.252,709,31.7,10.7262,4.1
"Aug 27, 12:00 pm",822.295,757,32.2,9.54046,5.7
"Aug 27, 01:00 pm",898.141,832,32.8,22.5923,3.6
"Aug 27, 02:00 pm",727.031,684,32.8,37.0544,4.1
"Aug 27, 03:00 pm",553.699,530,33.3,51.7483,4.1
"Aug 27, 04:00 pm",311.225,318,33.3,66.5042,4.6
"Aug 27, 05:00 pm",96.993,114,32.2,81.2516,2.6
"Aug 27, 06:00 pm",12.7292,14,27.2,91.8228,2.6
"Aug 27, 07:00 pm",0,0,29.4,0,5.7
"Aug 27, 08:00 pm",0,0,27.2,0,3.6
"Aug 27, 09:00 pm",0,0,26.1,0,3.6
"Aug 27, 10:00 pm",0,0,25.6,0,2.6
"Aug 27, 11:00 pm",0,0,25.6,0,3.6
"Aug 28, 12:00 am",0,0,24.4,0,3.1
"Aug 28, 01:00 am",0,0,24.4,0,2.6
"Aug 28, 02:00 am",0,0,24.4,0,3.1
"Aug 28, 03:00 am",0,0,23.3,0,4.1
"Aug 28, 04:00 am",0,0,23.3,0,1.5
"Aug 28, 05:00 am",11.0794,13,22.8,92.8192,2.1
"Aug 28, 06:00 am",90.8519,111,23.3,82.7695,3.6
"Aug 28, 07:00 am",238.414,252,25.6,68.0172,3.6
"Aug 28, 08:00 am",499.238,487,26.7,53.2461,3.1
"Aug 28, 09:00 am",731.384,690,27.2,38.5206,2.6
"Aug 28, 10:00 am",740.146,686,28.3,23.9752,2.6
"Aug 28, 11:00 am",1003.21,920,29.4,10.4497,2.6
"Aug 28, 12:00 pm",460.372,447,31.1,9.34469,3.6
"Aug 28, 01:00 pm",502.646,487,32.2,22.5665,3.6
"Aug 28, 02:00 pm",703.417,659,32.8,37.0781,3.1
"Aug 28, 03:00 pm",534.368,513,33.3,51.7975,3.6
"Aug 28, 04:00 pm",156.45,166,32.2,66.5712,3.1
"Aug 28, 05:00 pm",66.4189,74,31.1,81.3332,3.1
"Aug 28, 06:00 pm",9.07613,10,28.3,91.7605,2.6
"Aug 28, 07:00 pm",0,0,27.2,0,3.6
"Aug 28, 08:00 pm",0,0,26.7,0,3.1
"Aug 28, 09:00 pm",0,0,26.1,0,1.5
"Aug 28, 10:00 pm",0,0,25.6,0,2.6
"Aug 28, 11:00 pm",0,0,25,0,2.1
"Aug 29, 12:00 am",0,0,23.9,0,2.6
"Aug 29, 01:00 am",0,0,23.9,0,2.1
"Aug 29, 02:00 am",0,0,23.9,0,2.6
"Aug 29, 03:00 am",0,0,23.9,0,2.1
"Aug 29, 04:00 am",0,0,23.9,0,2.6
"Aug 29, 05:00 am",7.25516,8,23.9,92.6873,1.5
"Aug 29, 06:00 am",60.2977,67,24.4,82.7073,3.1
"Aug 29, 07:00 am",195.753,209,26.1,67.9404,2.1
"Aug 29, 08:00 am",426.765,421,28.3,53.1525,2.1
"Aug 29, 09:00 am",581.416,561,28.9,38.4043,2.1
"Aug 29, 10:00 am",414.625,419,31.7,23.8184,3.1
"Aug 29, 11:00 am",456.959,457,32.2,10.1755,3.1
"Aug 29, 12:00 pm",466.036,466,30.6,9.15835,5.2
"Aug 29, 01:00 pm",480.589,482,31.1,22.5471,3.6
"Aug 29, 02:00 pm",181.194,188,25.6,37.1059,5.2
"Aug 29, 03:00 pm",284.147,293,26.1,51.8499,6.2
"Aug 29, 04:00 pm",101.924,112,25.6,66.6408,5.7
"Aug 29, 05:00 pm",66.7113,74,25,81.4167,7.7
"Aug 29, 06:00 pm",14.4442,16,24.4,91.698,5.2
"Aug 29, 07:00 pm",0,0,23.9,0,2.6
"Aug 29, 08:00 pm",0,0,23.3,0,0
"Aug 29, 09:00 pm",0,0,23.3,0,2.6
"Aug 29, 10:00 pm",0,0,23.3,0,1.5
"Aug 29, 11:00 pm",0,0,22.8,0,0
"Aug 30, 12:00 am",0,0,23.3,0,4.1
"Aug 30, 01:00 am",0,0,23.9,0,4.1
"Aug 30, 02:00 am",0,0,23.9,0,2.1
"Aug 30, 03:00 am",0,0,23.9,0,3.1
"Aug 30, 04:00 am",0,0,23.9,0,3.1
"Aug 30, 05:00 am",5.43696,6,24.4,92.5538,1.5
"Aug 30, 06:00 am",77.8983,88,24.4,82.6439,2.6
"Aug 30, 07:00 am",263.427,269,26.1,67.863,2.1
"Aug 30, 08:00 am",524.43,507,27.8,53.0588,3.1
"Aug 30, 09:00 am",729.31,676,29.4,38.2888,2.1
"Aug 30, 10:00 am",717.164,676,32.2,23.6638,2.6
"Aug 30, 11:00 am",977.577,887,33.3,9.90438,3.6
"Aug 30, 12:00 pm",970.023,880,33.9,8.98237,2.6
"Aug 30, 01:00 pm",814.202,748,34.4,22.5341,2.6
"Aug 30, 02:00 pm",649.116,604,33.9,37.1381,3.1
"Aug 30, 03:00 pm",474.492,463,33.3,51.9054,2.6
"Aug 30, 04:00 pm",175.895,186,33.3,66.7129,3.1
"Aug 30, 05:00 pm",52.6253,58,29.4,81.5021,7.7
"Aug 30, 06:00 pm",4.52802,5,26.1,91.6352,5.7
"Aug 30, 07:00 pm",0,0,25.6,0,5.7
"Aug 30, 08:00 pm",0,0,25,0,4.6
"Aug 30, 09:00 pm",0,0,24.4,0,2.6
"Aug 30, 10:00 pm",0,0,24.4,0,1.5
"Aug 30, 11:00 pm",0,0,23.9,0,3.6
"Aug 31, 12:00 am",0,0,23.9,0,3.1
"Aug 31, 01:00 am",0,0,23.9,0,3.6
"Aug 31, 02:00 am",0,0,23.9,0,3.1
"Aug 31, 03:00 am",0,0,23.9,0,3.1
"Aug 31, 04:00 am",0,0,23.9,0,2.6
"Aug 31, 05:00 am",2.75936,3,23.9,92.4187,2.6
"Aug 31, 06:00 am",76.7841,88,23.9,82.5794,3.6
"Aug 31, 07:00 am",223.488,231,25,67.7849,3.6
"Aug 31, 08:00 am",282.708,302,26.1,52.9652,3.6
"Aug 31, 09:00 am",353.923,360,27.2,38.1742,3.6
"Aug 31, 10:00 am",869.699,808,28.9,23.5117,2.6
"Aug 31, 11:00 am",246.297,263,31.1,9.63686,3.6
"Aug 31, 12:00 pm",702.238,639,31.7,8.81771,5.2
"Aug 31, 01:00 pm",334.792,353,31.7,22.5277,4.1
"Aug 31, 02:00 pm",151.813,163,31.1,37.1745,3.1
"Aug 31, 03:00 pm",120.976,131,26.7,51.9641,5.2
"Aug 31, 04:00 pm",86.7513,95,25.6,66.7873,1.5
"Aug 31, 05:00 pm",63.8882,71,25,81.5893,3.6
"Aug 31, 06:00 pm",8.16663,9,24.4,91.5719,3.1
"Aug 31, 07:00 pm",0,0,23.9,0,4.1
"Aug 31, 08:00 pm",0,0,23.9,0,3.6
"Aug 31, 09:00 pm",0,0,23.8,0,3.1
"Aug 31, 10:00 pm",0,0,23.6,0,2.6
"Aug 31, 11:00 pm",0,0,23.5,0,2.1
"Sep 1, 12:00 am",0,0,23.4,0,1.5
"Sep 1, 01:00 am",0,0,23.3,0,1
"Sep 1, 02:00 am",0,0,23.1,0,0.5
"Sep 1, 03:00 am",0,0,23,0,0
"Sep 1, 04:00 am",0,0,22,0,2.6
"Sep 1, 05:00 am",0,0,22.2,92.3331,3.1
"Sep 1, 06:00 am",97.3878,114,23.3,82.5427,3.6
"Sep 1, 07:00 am",292.946,297,25.6,67.7398,3.1
"Sep 1, 08:00 am",418.638,418,28.3,52.9103,5.7
"Sep 1, 09:00 am",723.119,668,30,38.1061,6.2
"Sep 1, 10:00 am",875.974,793,31.7,23.42,6.2
"Sep 1, 11:00 am",840.176,765,32.8,9.47032,6.2
"Sep 1, 12:00 pm",926.89,834,33.3,8.7127,6.7
"Sep 1, 01:00 pm",900.58,812,33.9,22.5214,5.7
"Sep 1, 02:00 pm",742.413,678,34,37.1947,5.7
"Sep 1, 03:00 pm",466.191,451,32.8,51.9982,7.2
"Sep 1, 04:00 pm",213.173,220,31.1,66.8312,5.2
"Sep 1, 05:00 pm",55.0515,61,29.4,81.6411,2.6
"Sep 1, 06:00 pm",0,0,27.8,91.5278,3.1
"Sep 1, 07:00 pm",0,0,27.2,0,3.1
"Sep 1, 08:00 pm",0,0,26.1,0,2.6
"Sep 1, 09:00 pm",0,0,23.9,0,2.1
"Sep 1, 10:00 pm",0,0,22.8,0,2.6
"Sep 1, 11:00 pm",0,0,22.8,0,3.1
